,Query,Database,Length,Evalue
126392,phi065645.fa,11860_8_86,10899,0.0
126397,phi065645.fa,11860_8_83,10896,0.0
126402,phi065645.fa,11860_7_53,10896,0.0
126410,phi065645.fa,11860_7_41,10899,0.0
126415,phi065645.fa,11860_7_37,10896,0.0
126420,phi065645.fa,11860_7_21,10896,0.0
126425,phi065645.fa,11860_6_19,10899,0.0
126430,phi065645.fa,11860_5_65,10899,0.0
126435,phi065645.fa,11860_5_47,10899,0.0
126440,phi065645.fa,11860_4_95,10896,0.0
126445,phi065645.fa,11860_4_44,10899,0.0
126451,phi065645.fa,11860_4_36,10899,0.0
126456,phi065645.fa,10208_2_32,10896,0.0
126468,phi065645.fa,10071_4_76,10899,0.0
126473,phi065645.fa,6569_8_11,10896,0.0
126481,phi065645.fa,6512_6_2,10899,0.0
126489,phi065645.fa,6472_6_9,10899,0.0
126497,phi065645.fa,23495_7_95,10896,0.0
126506,phi065645.fa,23495_7_80,10899,0.0
126513,phi065645.fa,22984_8_1,10899,0.0
126518,phi065645.fa,22709_8_317,10899,0.0
126527,phi065645.fa,22695_3_40,10899,0.0
126534,phi065645.fa,21946_6_88,10899,0.0
126539,phi065645.fa,21946_6_301,10899,0.0
126544,phi065645.fa,21946_6_2,10899,0.0
126557,phi065645.fa,21903_8_213,10899,0.0
126578,phi065645.fa,14555_3_76,10896,0.0
126591,phi065645.fa,11893_1_41,10897,0.0
126596,phi065645.fa,11861_3_60,10899,0.0
126606,phi065645.fa,6512_7_5,10899,0.0
126613,phi065645.fa,6569_8_6,10896,0.0
126619,phi065645.fa,6486_7_7,10838,0.0
126625,phi065645.fa,6486_6_8,10900,0.0
126644,phi065645.fa,6486_7_18,10899,0.0
126652,phi065645.fa,11861_3_26,10899,0.0
126658,phi065645.fa,6512_1_9,10896,0.0
126666,phi065645.fa,11861_1_49,10900,0.0
126671,phi065645.fa,21946_6_111,10899,0.0
126692,phi065645.fa,6999_2_2,10838,0.0
126713,phi065645.fa,21053_8_154,10818,0.0
126723,phi065645.fa,21053_8_129,10818,0.0
126733,phi065645.fa,14913_4_75,10818,0.0
126741,phi065645.fa,14555_3_72,10818,0.0
126749,phi065645.fa,9953_7_63,10818,0.0
126757,phi065645.fa,9953_7_42,10818,0.0
126765,phi065645.fa,9953_7_36,10818,0.0
126773,phi065645.fa,9953_7_25,10818,0.0
126781,phi065645.fa,9953_7_15,10818,0.0
126789,phi065645.fa,7622_5_65,10818,0.0
126798,phi065645.fa,6999_5_15,10818,0.0
126807,phi065645.fa,6952_7_13,10818,0.0
126816,phi065645.fa,6569_8_12,10818,0.0
126825,phi065645.fa,6512_7_4,10818,0.0
126834,phi065645.fa,6512_3_13,10818,0.0
126843,phi065645.fa,6486_5_13,10818,0.0
126850,phi065645.fa,6472_5_13,10818,0.0
126859,phi065645.fa,22695_3_75,10818,0.0
126868,phi065645.fa,21946_6_96,10818,0.0
126876,phi065645.fa,21903_8_36,10818,0.0
126885,phi065645.fa,21903_8_193,10818,0.0
126895,phi065645.fa,17794_7_85,10818,0.0
126904,phi065645.fa,15608_2_58,10818,0.0
126913,phi065645.fa,14673_4_63,10818,0.0
126922,phi065645.fa,14673_4_41,10818,0.0
126931,phi065645.fa,14673_4_35,10818,0.0
126940,phi065645.fa,14673_3_39,10818,0.0
126949,phi065645.fa,14673_2_60,10818,0.0
126959,phi065645.fa,14673_2_15,10818,0.0
126968,phi065645.fa,14673_1_87,10818,0.0
126977,phi065645.fa,14673_1_4,10818,0.0
126987,phi065645.fa,14673_1_3,10818,0.0
126998,phi065645.fa,14412_3_69,10818,0.0
127007,phi065645.fa,14412_2_49,10818,0.0
127016,phi065645.fa,13414_4_41,10818,0.0
127025,phi065645.fa,13414_4_31,10818,0.0
127035,phi065645.fa,13414_2_74,10818,0.0
127044,phi065645.fa,13414_2_68,10818,0.0
127052,phi065645.fa,13414_2_57,10818,0.0
127062,phi065645.fa,13414_2_42,10818,0.0
127069,phi065645.fa,13414_2_38,10818,0.0
127079,phi065645.fa,13414_2_2,10818,0.0
127088,phi065645.fa,13414_2_14,10818,0.0
127098,phi065645.fa,13414_2_12,10818,0.0
127107,phi065645.fa,13414_1_87,10818,0.0
127117,phi065645.fa,13353_7_64,10818,0.0
127126,phi065645.fa,13353_7_58,10818,0.0
127135,phi065645.fa,12754_4_60,10818,0.0
127143,phi065645.fa,12291_5_6,10818,0.0
127152,phi065645.fa,12291_4_54,10818,0.0
127162,phi065645.fa,11893_1_20,10818,0.0
127170,phi065645.fa,11861_5_90,10818,0.0
127178,phi065645.fa,11861_5_3,10818,0.0
127188,phi065645.fa,11861_3_52,10818,0.0
127198,phi065645.fa,11861_3_24,10818,0.0
127205,phi065645.fa,11861_2_27,10818,0.0
127215,phi065645.fa,11861_1_23,10818,0.0
127223,phi065645.fa,11860_8_5,10818,0.0
127231,phi065645.fa,11860_7_81,10818,0.0
127239,phi065645.fa,11860_7_56,10818,0.0
127248,phi065645.fa,11860_6_81,10818,0.0
127256,phi065645.fa,11860_6_52,10818,0.0
127265,phi065645.fa,11860_6_44,10818,0.0
127272,phi065645.fa,11860_5_7,10818,0.0
127282,phi065645.fa,11860_5_15,10818,0.0
127289,phi065645.fa,11860_4_58,10818,0.0
127297,phi065645.fa,11860_4_52,10818,0.0
127305,phi065645.fa,11860_4_50,10818,0.0
127313,phi065645.fa,11826_1_10,10818,0.0
127322,phi065645.fa,11657_8_29,10818,0.0
127331,phi065645.fa,11657_8_15,10818,0.0
127340,phi065645.fa,11511_8_34,10818,0.0
127350,phi065645.fa,10208_2_8,10818,0.0
127358,phi065645.fa,10208_2_76,10818,0.0
127365,phi065645.fa,10208_2_74,10818,0.0
127373,phi065645.fa,10208_2_58,10818,0.0
127381,phi065645.fa,10071_4_74,10818,0.0
127389,phi065645.fa,10071_4_69,10818,0.0
127397,phi065645.fa,10071_4_64,10818,0.0
127405,phi065645.fa,10050_2_85,10818,0.0
127413,phi065645.fa,10050_2_46,10818,0.0
127422,phi065645.fa,10050_2_30,10818,0.0
127429,phi065645.fa,10050_2_17,10818,0.0
127437,phi065645.fa,9953_7_39,10818,0.0
127447,phi065645.fa,7553_4_41,10818,0.0
127456,phi065645.fa,6486_8_18,10818,0.0
127465,phi065645.fa,22709_8_314,10818,0.0
127473,phi065645.fa,21946_6_67,10818,0.0
127481,phi065645.fa,21946_6_182,10818,0.0
127489,phi065645.fa,21903_8_7,10818,0.0
127497,phi065645.fa,19084_8_134,10818,0.0
127506,phi065645.fa,19084_7_14,10818,0.0
127515,phi065645.fa,15682_2_4,10818,0.0
127525,phi065645.fa,15608_4_1,10818,0.0
127533,phi065645.fa,13414_3_55,10818,0.0
127543,phi065645.fa,13414_3_11,10818,0.0
127552,phi065645.fa,13414_2_69,10818,0.0
127561,phi065645.fa,13414_2_4,10818,0.0
127578,phi065645.fa,13414_1_26,10818,0.0
127588,phi065645.fa,12673_6_27,10818,0.0
127596,phi065645.fa,11861_5_56,10818,0.0
127606,phi065645.fa,11861_1_70,10818,0.0
127616,phi065645.fa,11860_5_12,10818,0.0
127626,phi065645.fa,11860_4_65,10818,0.0
127636,phi065645.fa,11860_4_38,10818,0.0
127646,phi065645.fa,11657_8_30,10818,0.0
127655,phi065645.fa,10071_4_82,10818,0.0
127662,phi065645.fa,10071_4_43,10818,0.0
127672,phi065645.fa,10050_2_51,10818,0.0
127682,phi065645.fa,6472_5_18,10818,0.0
127692,phi065645.fa,22984_8_6,10818,0.0
127700,phi065645.fa,22695_3_293,10818,0.0
127710,phi065645.fa,22695_3_233,10818,0.0
127718,phi065645.fa,21946_6_268,10818,0.0
127726,phi065645.fa,21946_6_175,10818,0.0
127737,phi065645.fa,21946_6_167,10818,0.0
127745,phi065645.fa,21903_8_54,10818,0.0
127753,phi065645.fa,21903_8_46,10818,0.0
127763,phi065645.fa,21903_8_340,10818,0.0
127771,phi065645.fa,21903_8_191,10818,0.0
127781,phi065645.fa,14355_8_80,10818,0.0
127788,phi065645.fa,11860_8_37,10818,0.0
127796,phi065645.fa,11860_5_96,10818,0.0
127804,phi065645.fa,7001_3_13,10818,0.0
127814,phi065645.fa,6569_7_17,10818,0.0
127823,phi065645.fa,22695_3_190,10818,0.0
127831,phi065645.fa,21946_6_108,10818,0.0
127841,phi065645.fa,21903_8_233,10818,0.0
127849,phi065645.fa,11860_7_6,10818,0.0
127859,phi065645.fa,11860_4_14,10818,0.0
127869,phi065645.fa,6569_7_6,10819,0.0
127878,phi065645.fa,22841_1_177,10907,0.0
127888,phi065645.fa,21946_6_36,10482,0.0
127898,phi065645.fa,21946_6_266,10517,0.0
127908,phi065645.fa,21903_8_328,10482,0.0
127918,phi065645.fa,22841_2_160,10907,0.0
127972,phi065645.fa,16288_3_71,10903,0.0
127990,phi065645.fa,15995_2_64,10827,0.0
128001,phi065645.fa,15995_1_64,10827,0.0
128004,phi065645.fa,15841_5_58,10827,0.0
128007,phi065645.fa,15841_5_51,10827,0.0
128015,phi065645.fa,15841_5_50,10827,0.0
128018,phi065645.fa,15841_3_30,10827,0.0
128021,phi065645.fa,14412_2_7,10824,0.0
128024,phi065645.fa,14412_2_33,10824,0.0
128030,phi065645.fa,14257_1_66,10827,0.0
128033,phi065645.fa,12837_4_12,10827,0.0
128042,phi065645.fa,12162_1_26,10827,0.0
128045,phi065645.fa,17966_5_5,10825,0.0
128054,phi065645.fa,17966_5_14,10825,0.0
128070,phi065645.fa,17870_8_170,10825,0.0
128085,phi065645.fa,17059_6_85,10825,0.0
128098,phi065645.fa,15378_4_35,10828,0.0
128107,phi065645.fa,14936_6_54,10825,0.0
128116,phi065645.fa,17175_7_47,10827,0.0
128125,phi065645.fa,17150_6_79,10827,0.0
128134,phi065645.fa,17138_4_6,10827,0.0
128143,phi065645.fa,17059_6_48,10830,0.0
128156,phi065645.fa,14723_6_43,10827,0.0
128163,phi065645.fa,14723_4_55,10827,0.0
128169,phi065645.fa,14723_4_49,10830,0.0
128182,phi065645.fa,22984_8_60,10823,0.0
128188,phi065645.fa,22984_8_2,10823,0.0
128220,phi065645.fa,21946_6_271,10823,0.0
128239,phi065645.fa,21903_8_86,10823,0.0
128255,phi065645.fa,16453_2_7,10823,0.0
128269,phi065645.fa,14520_5_61,10823,0.0
128277,phi065645.fa,14410_6_58,10823,0.0
128286,phi065645.fa,14410_4_74,10823,0.0
128294,phi065645.fa,14410_4_72,10823,0.0
128300,phi065645.fa,13353_7_62,10823,0.0
128323,phi065645.fa,22695_3_217,10823,0.0
128343,phi065645.fa,21946_6_126,10823,0.0
128359,phi065645.fa,17150_6_65,10830,0.0
128368,phi065645.fa,22841_4_167,10824,0.0
128379,phi065645.fa,15995_1_163,10824,0.0
128391,phi065645.fa,12291_5_2,10824,0.0
128422,phi065645.fa,11861_3_47,9446,0.0
128431,phi065645.fa,10050_2_7,9446,0.0
128449,phi065645.fa,23495_7_21,9446,0.0
128478,phi065645.fa,21946_6_60,9446,0.0
128501,phi065645.fa,11860_4_90,9446,0.0
128508,phi065645.fa,21946_6_151,9447,0.0
128557,phi065645.fa,18456_1_86,10832,0.0
128565,phi065645.fa,18456_1_85,10832,0.0
128573,phi065645.fa,17870_7_91,10832,0.0
128626,phi065645.fa,14566_5_90,10832,0.0
128704,phi065645.fa,18456_1_51,10832,0.0
128726,phi065645.fa,15531_4_11,10832,0.0
128734,phi065645.fa,15531_2_20,10832,0.0
128745,phi065645.fa,15378_2_95,10832,0.0
128752,phi065645.fa,17175_4_6,10827,0.0
128819,phi065645.fa,14913_5_85,10846,0.0
128990,phi065645.fa,21127_2_184,9442,0.0
128998,phi065645.fa,22984_8_67,9467,0.0
129006,phi065645.fa,22709_8_372,9467,0.0
129014,phi065645.fa,22709_8_357,9470,0.0
129030,phi065645.fa,22709_8_285,9470,0.0
129037,phi065645.fa,22695_3_171,9467,0.0
129058,phi065645.fa,21946_6_159,9470,0.0
129064,phi065645.fa,21946_6_132,9470,0.0
129087,phi065645.fa,21903_8_24,9470,0.0
129112,phi065645.fa,21903_6_173,9470,0.0
129126,phi065645.fa,11861_3_48,9467,0.0
129136,phi065645.fa,11861_2_83,9467,0.0
129153,phi065645.fa,21946_6_302,9470,0.0
129170,phi065645.fa,17870_8_66,9470,0.0
129310,phi065645.fa,15531_4_46,9431,0.0
129322,phi065645.fa,14520_6_18,9431,0.0
129330,phi065645.fa,14520_5_60,9431,0.0
129342,phi065645.fa,14410_7_56,9431,0.0
129348,phi065645.fa,14410_7_31,9431,0.0
129354,phi065645.fa,14410_6_3,9431,0.0
129360,phi065645.fa,14410_6_37,9431,0.0
129366,phi065645.fa,14410_6_15,9431,0.0
129372,phi065645.fa,14410_6_12,9431,0.0
129385,phi065645.fa,14410_5_17,9431,0.0
129397,phi065645.fa,14410_4_47,9431,0.0
129403,phi065645.fa,15531_6_57,9431,0.0
129409,phi065645.fa,15531_6_47,9431,0.0
129420,phi065645.fa,11658_1_62,9431,0.0
129436,phi065645.fa,16288_5_54,9471,0.0
129444,phi065645.fa,16288_5_14,9471,0.0
129452,phi065645.fa,6569_7_5,9441,0.0
129454,phi065645.fa,9789_3_70,9470,0.0
129487,phi065645.fa,6999_4_18,9451,0.0
129549,phi065645.fa,15378_3_17,9470,0.0
129586,phi065645.fa,6470_6_3,10825,0.0
129613,phi065645.fa,14410_7_51,10825,0.0
129690,phi065645.fa,14410_5_59,10828,0.0
129696,phi065645.fa,14410_5_58,10825,0.0
129712,phi065645.fa,14410_5_29,10828,0.0
129730,phi065645.fa,14520_7_44,9430,0.0
129736,phi065645.fa,14410_7_71,9430,0.0
129759,phi065645.fa,17794_8_29,10825,0.0
129772,phi065645.fa,22695_3_181,9408,0.0
129781,phi065645.fa,14520_6_53,9411,0.0
129787,phi065645.fa,11658_1_63,9411,0.0
129799,phi065645.fa,10395_5_34,9411,0.0
129827,phi065645.fa,17059_7_48,9476,0.0
129852,phi065645.fa,17150_5_34,9472,0.0
129860,phi065645.fa,15873_1_6,9475,0.0
129867,phi065645.fa,14257_1_35,9472,0.0
129875,phi065645.fa,12837_5_11,9475,0.0
129883,phi065645.fa,17150_4_56,9474,0.0
129966,phi065645.fa,14723_4_92,9472,0.0
130024,phi065645.fa,9789_3_65,9471,0.0
130031,phi065645.fa,15841_4_21,9470,0.0
130049,phi065645.fa,15378_3_1,9474,0.0
130175,phi065645.fa,17150_6_58,9471,0.0
130186,phi065645.fa,17150_6_57,9474,0.0
130203,phi065645.fa,17150_4_81,9471,0.0
130223,phi065645.fa,17138_4_75,9471,0.0
130233,phi065645.fa,17138_4_16,9474,0.0
130279,phi065645.fa,17059_7_66,9471,0.0
130390,phi065645.fa,15995_1_171,9474,0.0
130432,phi065645.fa,15841_5_70,9474,0.0
130439,phi065645.fa,15841_5_54,9474,0.0
130489,phi065645.fa,15841_3_88,9474,0.0
130574,phi065645.fa,15841_1_41,9474,0.0
130612,phi065645.fa,14936_5_4,9471,0.0
130634,phi065645.fa,14936_4_33,9474,0.0
130643,phi065645.fa,14936_4_2,9471,0.0
130702,phi065645.fa,14723_4_57,9474,0.0
130719,phi065645.fa,14723_4_51,9474,0.0
130727,phi065645.fa,14723_4_38,9471,0.0
130763,phi065645.fa,14566_6_29,9474,0.0
130780,phi065645.fa,14566_5_15,9474,0.0
130797,phi065645.fa,14555_4_38,9471,0.0
130814,phi065645.fa,14412_2_79,9471,0.0
131008,phi065645.fa,17138_3_15,9474,0.0
131020,phi065645.fa,17059_8_89,9471,0.0
131111,phi065645.fa,15841_1_84,9471,0.0
131146,phi065645.fa,14936_4_14,9471,0.0
131156,phi065645.fa,14913_4_27,9474,0.0
131165,phi065645.fa,14723_4_23,9471,0.0
131189,phi065645.fa,19341_3_99,9476,0.0
131198,phi065645.fa,14566_6_6,9473,0.0
131206,phi065645.fa,14566_5_50,9473,0.0
131214,phi065645.fa,14566_4_89,9473,0.0
131222,phi065645.fa,14555_4_73,9473,0.0
131230,phi065645.fa,14555_4_10,9473,0.0
131237,phi065645.fa,14555_3_53,9473,0.0
131245,phi065645.fa,14555_3_41,9473,0.0
131252,phi065645.fa,14412_1_41,9473,0.0
131260,phi065645.fa,14410_8_77,9473,0.0
131268,phi065645.fa,13415_7_54,9473,0.0
131275,phi065645.fa,12837_4_25,9473,0.0
131297,phi065645.fa,14257_1_10,9473,0.0
131346,phi065645.fa,13415_6_46,9478,0.0
131410,phi065645.fa,6983_8_79,9475,0.0
131413,phi065645.fa,6972_4_9,9475,0.0
131416,phi065645.fa,6972_4_6,9475,0.0
131419,phi065645.fa,6823_5_23,9475,0.0
131422,phi065645.fa,6805_5_4,9475,0.0
131431,phi065645.fa,6753_1_13,9475,0.0
131440,phi065645.fa,16288_8_33,9475,0.0
131447,phi065645.fa,7553_4_37,9482,0.0
131457,phi065645.fa,6999_6_9,9479,0.0
131466,phi065645.fa,6999_6_19,9482,0.0
131474,phi065645.fa,6999_4_21,9482,0.0
131482,phi065645.fa,15608_3_7,9482,0.0
131500,phi065645.fa,14673_3_26,9479,0.0
131542,phi065645.fa,12291_5_25,9479,0.0
131555,phi065645.fa,11826_1_14,9482,0.0
131564,phi065645.fa,11822_1_89,9482,0.0
131606,phi065645.fa,11657_1_79,9482,0.0
131652,phi065645.fa,16043_2_88,9477,0.0
131662,phi065645.fa,14723_4_42,9477,0.0
131670,phi065645.fa,14355_8_93,9477,0.0
131680,phi065645.fa,14355_8_44,9477,0.0
131690,phi065645.fa,14355_8_39,9477,0.0
131700,phi065645.fa,13415_8_96,9477,0.0
131709,phi065645.fa,13414_8_68,9477,0.0
131747,phi065645.fa,11860_8_79,9477,0.0
131757,phi065645.fa,11860_8_14,9477,0.0
131775,phi065645.fa,11860_5_92,9477,0.0
131797,phi065645.fa,6930_8_11,9479,0.0
131816,phi065645.fa,11511_7_24,9482,0.0
131825,phi065645.fa,6472_8_10,9477,0.0
131833,phi065645.fa,18090_2_167,9477,0.0
131838,phi065645.fa,6486_7_4,9482,0.0
131848,phi065645.fa,19341_2_103,9477,0.0
131865,phi065645.fa,21946_6_245,9475,0.0
131873,phi065645.fa,21127_2_5,9475,0.0
131881,phi065645.fa,14412_3_47,9475,0.0
131889,phi065645.fa,11861_3_79,9475,0.0
131896,phi065645.fa,11860_8_7,9475,0.0
131904,phi065645.fa,11860_7_47,9475,0.0
131912,phi065645.fa,20925_3_15,9475,0.0
131937,phi065645.fa,23495_7_50,9434,0.0
131948,phi065645.fa,22984_8_17,9431,0.0
131959,phi065645.fa,13415_8_13,9475,0.0
132052,phi065645.fa,6840_1_1,9478,0.0
132065,phi065645.fa,6805_4_14,9478,0.0
132073,phi065645.fa,6805_3_16,9478,0.0
132086,phi065645.fa,6755_2_22,9478,0.0
132096,phi065645.fa,6753_4_21,9478,0.0
132105,phi065645.fa,6753_4_20,9478,0.0
132113,phi065645.fa,6736_6_23,9478,0.0
132124,phi065645.fa,6736_6_15,9478,0.0
132160,phi065645.fa,6730_1_20,9478,0.0
132196,phi065645.fa,6710_6_12,9478,0.0
132210,phi065645.fa,6664_1_23,9478,0.0
132219,phi065645.fa,6641_6_13,9478,0.0
132265,phi065645.fa,11822_1_88,9478,0.0
132298,phi065645.fa,14913_2_56,9478,0.0
132317,phi065645.fa,17175_7_80,9478,0.0
132328,phi065645.fa,17175_6_45,9478,0.0
132340,phi065645.fa,17175_6_3,9478,0.0
132351,phi065645.fa,17175_5_81,9478,0.0
132370,phi065645.fa,15873_1_22,9478,0.0
132388,phi065645.fa,15841_2_50,9478,0.0
132405,phi065645.fa,14913_7_55,9478,0.0
132413,phi065645.fa,14913_5_64,9478,0.0
132457,phi065645.fa,14673_2_55,9472,0.0
132571,phi065645.fa,17059_7_64,9413,0.0
132582,phi065645.fa,15608_2_37,9408,0.0
132608,phi065645.fa,11860_7_12,8756,0.0
132615,phi065645.fa,22709_8_332,9357,0.0
132620,phi065645.fa,22695_3_294,9360,0.0
132625,phi065645.fa,21946_6_213,9357,0.0
132630,phi065645.fa,11860_6_77,9360,0.0
133168,phi065645.fa,15873_5_80,9475,0.0
133175,phi065645.fa,15873_4_70,9475,0.0
133875,phi065645.fa,15531_7_16,9130,0.0
133881,phi065645.fa,15531_7_11,9130,0.0
133888,phi065645.fa,15531_6_85,9130,0.0
201866,phi065645.fa,13154_3_53,1453,0.0
233178,phi072838.fa,19084_7_16,15663,0.0
233202,phi072838.fa,16288_5_31,16041,0.0
233220,phi072838.fa,16288_5_47,15659,0.0
233226,phi072838.fa,16288_3_65,15659,0.0
233232,phi072838.fa,16288_7_15,15670,0.0
233242,phi072838.fa,16288_6_49,15533,0.0
233252,phi072838.fa,16288_7_55,14317,0.0
233259,phi072838.fa,9953_7_60,14314,0.0
233264,phi072838.fa,23495_7_44,14314,0.0
233274,phi072838.fa,22695_3_69,14314,0.0
233299,phi072838.fa,9953_7_49,14314,0.0
233308,phi072838.fa,21946_6_99,14314,0.0
233318,phi072838.fa,15682_2_65,14314,0.0
233326,phi072838.fa,10050_2_3,14314,0.0
233345,phi072838.fa,21127_2_82,14326,0.0
233360,phi072838.fa,21127_2_53,14326,0.0
233379,phi072838.fa,21999_8_81,14326,0.0
233388,phi072838.fa,21999_8_44,14326,0.0
233406,phi072838.fa,21127_2_37,14326,0.0
233415,phi072838.fa,21242_2_121,14326,0.0
233424,phi072838.fa,6486_7_19,14326,0.0
233443,phi072838.fa,21903_8_147,14318,0.0
233479,phi072838.fa,18090_2_92,14318,0.0
233502,phi072838.fa,18090_2_169,14318,0.0
233597,phi072838.fa,13414_3_38,14318,0.0
233604,phi072838.fa,13414_4_16,14235,0.0
233609,phi072838.fa,17870_7_83,14324,0.0
233621,phi072838.fa,9789_4_60,14324,0.0
233634,phi072838.fa,18456_1_67,14324,0.0
233647,phi072838.fa,17966_5_77,14324,0.0
233660,phi072838.fa,17966_5_17,14324,0.0
233671,phi072838.fa,17870_7_80,14324,0.0
233683,phi072838.fa,17870_7_54,14324,0.0
233696,phi072838.fa,17870_7_48,14324,0.0
233707,phi072838.fa,17870_7_175,14324,0.0
233720,phi072838.fa,17870_7_153,14324,0.0
233733,phi072838.fa,17794_8_186,14324,0.0
233746,phi072838.fa,15378_4_69,14324,0.0
233759,phi072838.fa,15378_3_91,14324,0.0
233772,phi072838.fa,15378_3_78,14324,0.0
233784,phi072838.fa,15378_3_10,14324,0.0
233797,phi072838.fa,14936_6_78,14324,0.0
233809,phi072838.fa,14936_6_60,14324,0.0
233817,phi072838.fa,9789_5_22,14324,0.0
233830,phi072838.fa,9716_7_34,14324,0.0
233838,phi072838.fa,17966_5_79,14324,0.0
233851,phi072838.fa,17870_8_168,14324,0.0
233864,phi072838.fa,17870_8_144,14324,0.0
233877,phi072838.fa,17870_8_142,14324,0.0
233890,phi072838.fa,17870_7_99,14324,0.0
233903,phi072838.fa,15531_2_73,14324,0.0
233916,phi072838.fa,15378_4_43,14324,0.0
233929,phi072838.fa,15378_4_34,14324,0.0
233938,phi072838.fa,15378_3_53,14324,0.0
233951,phi072838.fa,15378_3_13,14324,0.0
233964,phi072838.fa,14936_6_67,14324,0.0
233976,phi072838.fa,14936_6_66,14324,0.0
233985,phi072838.fa,14936_6_63,14324,0.0
233998,phi072838.fa,12290_3_44,14324,0.0
234011,phi072838.fa,17870_7_43,14324,0.0
234024,phi072838.fa,12290_2_44,14324,0.0
234037,phi072838.fa,20957_7_132,14340,0.0
234062,phi072838.fa,17870_8_122,13901,0.0
234078,phi072838.fa,9789_5_84,14290,0.0
234091,phi072838.fa,9789_3_78,14290,0.0
234099,phi072838.fa,9716_7_4,14290,0.0
234107,phi072838.fa,15378_3_15,14290,0.0
234118,phi072838.fa,9789_5_34,14290,0.0
234131,phi072838.fa,9789_5_30,14290,0.0
234144,phi072838.fa,12290_3_28,14290,0.0
234157,phi072838.fa,21903_8_238,14009,0.0
234177,phi072838.fa,17966_5_3,13801,0.0
234184,phi072838.fa,17966_5_57,13026,0.0
234190,phi072838.fa,17794_7_61,10675,0.0
234198,phi072838.fa,7068_4_20,11121,0.0
234206,phi072838.fa,7038_6_17,11121,0.0
234214,phi072838.fa,7038_4_18,11124,0.0
234226,phi072838.fa,7011_5_17,11121,0.0
234234,phi072838.fa,7004_5_7,11124,0.0
234248,phi072838.fa,6949_4_17,11124,0.0
234271,phi072838.fa,6925_3_19,11121,0.0
234280,phi072838.fa,6841_7_16,11124,0.0
234295,phi072838.fa,6841_7_14,11124,0.0
234308,phi072838.fa,6840_3_3,11124,0.0
234316,phi072838.fa,6775_1_18,11121,0.0
234328,phi072838.fa,6755_2_10,11121,0.0
234342,phi072838.fa,6736_6_3,11121,0.0
234356,phi072838.fa,6736_5_23,11124,0.0
234368,phi072838.fa,6736_5_21,11121,0.0
234381,phi072838.fa,6736_5_13,11121,0.0
234396,phi072838.fa,6731_1_22,11124,0.0
234404,phi072838.fa,6730_1_16,11121,0.0
234419,phi072838.fa,6710_6_8,11121,0.0
234427,phi072838.fa,6664_1_8,11124,0.0
234440,phi072838.fa,6664_1_13,11121,0.0
234454,phi072838.fa,6649_8_10,11121,0.0
234467,phi072838.fa,6631_3_1,11124,0.0
234480,phi072838.fa,6631_1_4,11121,0.0
234488,phi072838.fa,6631_1_23,11124,0.0
234509,phi072838.fa,6630_3_2,11121,0.0
234519,phi072838.fa,6593_5_13,11121,0.0
234532,phi072838.fa,22841_3_58,10433,0.0
234542,phi072838.fa,19084_7_24,10786,0.0
234563,phi072838.fa,16288_6_72,10781,0.0
234570,phi072838.fa,15995_2_1,10778,0.0
234593,phi072838.fa,16288_7_79,10778,0.0
234645,phi072838.fa,22841_4_171,11143,0.0
234694,phi072838.fa,6512_1_13,11148,0.0
234713,phi072838.fa,17794_8_163,10797,0.0
234726,phi072838.fa,15531_4_17,10797,0.0
234733,phi072838.fa,15531_3_95,10797,0.0
234746,phi072838.fa,15995_1_105,10824,0.0
234752,phi072838.fa,15995_2_49,10806,0.0
234761,phi072838.fa,13415_5_5,10805,0.0
234772,phi072838.fa,20925_3_72,10798,0.0
234782,phi072838.fa,20925_3_64,10798,0.0
234878,phi072838.fa,17059_6_56,10798,0.0
234932,phi072838.fa,15873_1_27,10798,0.0
234965,phi072838.fa,15995_1_33,10815,0.0
234976,phi072838.fa,15995_1_22,10815,0.0
235009,phi072838.fa,22841_4_67,10804,0.0
235019,phi072838.fa,7004_6_39,10805,0.0
235025,phi072838.fa,6983_6_34,10805,0.0
235031,phi072838.fa,6949_3_11,10805,0.0
235043,phi072838.fa,22841_2_58,10807,0.0
235049,phi072838.fa,22841_2_122,10807,0.0
235059,phi072838.fa,22841_1_169,10807,0.0
235065,phi072838.fa,23164_8_151,10808,0.0
235071,phi072838.fa,23164_8_150,10808,0.0
235081,phi072838.fa,22667_7_133,10808,0.0
235097,phi072838.fa,15841_5_34,10806,0.0
235111,phi072838.fa,14723_3_72,10806,0.0
235114,phi072838.fa,14566_5_29,10806,0.0
235125,phi072838.fa,12162_1_93,10806,0.0
235137,phi072838.fa,17870_7_151,10805,0.0
235149,phi072838.fa,15378_4_21,10805,0.0
235155,phi072838.fa,15378_3_49,10805,0.0
235161,phi072838.fa,12290_3_49,10805,0.0
235230,phi072838.fa,6755_6_12,10807,0.0
235237,phi072838.fa,13414_8_72,10817,0.0
235252,phi072838.fa,9789_5_86,10798,0.0
235261,phi072838.fa,9716_7_31,10798,0.0
235315,phi072838.fa,17870_7_75,10798,0.0
235323,phi072838.fa,17870_7_148,10798,0.0
235331,phi072838.fa,17794_8_161,10798,0.0
235339,phi072838.fa,15531_2_34,10798,0.0
235352,phi072838.fa,15531_2_12,10798,0.0
235360,phi072838.fa,15378_4_54,10798,0.0
235368,phi072838.fa,15378_3_38,10798,0.0
235381,phi072838.fa,15378_3_31,10798,0.0
235390,phi072838.fa,15378_2_93,10798,0.0
